htid,htid_old,first_publication,rights,ht_bib_key,description,source,source_bib_num,oclc_num,lccn,title,imprint,rights_date_used,author,bib_fmt,oclc_number_earliest,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,rights_reason_code,,pub_place,random
mdp.39015021995231,,1991,,,,,2481861,22709436,,Murder by tradition / | $c: Katherine V. Forrest.,"Tallahassee, FL|Naiad Press|1991.",1991,"Forrest, Katherine V.,",Fiction,22709436,,,,,,,,flu,
mdp.39015061469535,,1991,,,,,4990633,24705954,,The manhood of Benjie Lasser / | $c: Harvey Malcolm Rosen.,New York|Vantage Press|c1991.,1991,"Rosen, Harvey Malcolm,",Novel,24705954,,,,,,,,nyu,
uc1.b4366034,,1991,,,,,9509745,24946008,,Alex wants to call it love / | $c: Silvia Sanza.,London|Serpent's Tail|1991.,1991,"Sanza, Silvia.",NotFiction,24946008,,,,,,,,enk,
mdp.39015022253713,,1990,,,,,2543594,24718156,,Muesli at midnight / | $c: Aidan Mathews.,London|Minerva|1991.,1991,"Mathews, Aidan Carl.",Fiction,23057619,,,,,,,,enk,
inu.30000026344097,,1991,,,,,7580010,24725491,,Silent day in Tangier / | $c: Tahar Ben Jelloun ; translated by David Lobdell.,London|Quartet|1991.,1991,"Ben Jelloun, Tahar,",Fiction,24725491,,,,,,,,enk,
uc1.32106010992912,,1975,,,,,7133341,25369953,,The road to Tamazunchale / | $c: Ron Arias,New York|Anchor Books|1992,1992,"Arias, Ron,",Fiction,2298765,,,,,,,,nyu,
coo.31924062636877,,1879,,,,,12203278,24246319,,An eye for an eye / | $c: Anthony Trollope ; edited with an introduction by John Sutherland.,Oxford [England|New York|Oxford University Press|c1992.,1992,"Trollope, Anthony,",Bibliographies|Fiction,11069194,,,,,,,,enk,
mdp.39015025295125,,1992,,,,,2602870,26801136,,The end of the century at the end of the world.,London|Harvill|1992.,1992,"(Christian Karlson), Stead, C. K.",Fiction,26801136,,,,,,,,enk,
uc1.b4369399,,1992,,,,,2605885,25048256,,Home truth / | $c: Janis Stout.,"New York, N.Y.|Soho Press|c1992.",1992,"Stout, Janis P.",Fiction,25048256,,,,,,,,nyu,
inu.30000038200527,,1992,,,,,7591028,31708702,,One more chance / | $c: Akosua Gyamfuaa-Fofie.,"Cantonments, Accra|Beginners Publishers|c1992.",1992,"Gyamfuaa-Fofie, Akosua.",NotFiction,31708702,,,,,,,,gh ,
uc1.32106016252030,,1969,,,,,7111219,26756693,,"The chosen place, the timeless people / | $c: Paule Marshall.","New York|Vintage Books|1992, c1969.",1992,"Marshall, Paule,",Fiction,224916,,,,,,,,nyu,
mdp.39015029984435,,1993,,,,,2719897,27070888,,The historian : | six fantasies of the American experience / | $c: by Eugene K. Garber.,"Minneapolis, Minn.|Milkweed Editions in conjunction with Triquarterly Books|1993.",1993,"Garber, Eugene K.",Fiction,27070888,,,,,,,,mnu,
mdp.39015046816164,,1993,,,,,2624918,26012819,,A lesson before dying / | $c: Ernest J. Gaines.,New York|Alfred A. Knopf|1993.,1993,"Gaines, Ernest J.,",Fiction|Typefaces (Type evidence)|Simoncini Garamond|Publishers' advertisements|Authors' autographs (Provenance),26012819,,,,,,,,nyu,
uc1.32106009966307,,1993,,,,,7111275,26801296,,Until proven guilty / | $c: Christine McGuire.,New York|Pocket Books|c1993.,1993,"McGuire, Christine.",Fiction,26801296,,,,,,,,nyu,
uc1.32106012964232,,1993,,,,,2812471,30367245,,Dark dispatches / | $c: Nirmal Verma ; translated by Alok Bhalla,New Delhi|Indus|1993,1993,"Verma, Nirmal,",Fiction,30367245,,,,,,,,ii ,
mdp.39015063101748,,1993,,,,,5135576,28306962,,Man kills woman / | $c: D.L. Flusfeder.,London|Secker & Warburg|1993.,1993,"Flusfeder, D. L.,",Novel,28306962,,,,,,,,enk,
mdp.39015054031656,,1993,,,,,3450134,29136140,,The fires of heaven / | $c: Robert Jordan.,New York|TOR|1993.,1993,"Jordan, Robert,",Fiction|Fantastic fiction,29136140,,,,,,,,nyu,
mdp.39015034282106,,1994,,,,,2989295,31964372,,Freeland / | $c: J.D.F. Jones.,London|Sinclair-Stevenson|1994.,1994,"Jones, J. D. F.",Fiction,31964372,,,,,,,,enk,
mdp.39015032354972,,1994,,,,,2955947,30319571,,Solitary places / | $c: Joan Vannorsdall Schroeder.,New York|Putnam's|c1994.,1994,"Schroeder, Joan V.,",Fiction,30319571,,,,,,,,nyu,
mdp.39015032428420,,1994,,,,,2876705,29319633,,Losing Absalom : | a novel / | $c: by Alexs D. Pate.,Minneapolis|Coffee House Press|1994.,1994,"Pate, Alexs D.,",Fiction|Domestic fiction,29319633,,,,,,,,mnu,
inu.30000050836554,,1994,,,,,7592408,32049351,,Gather yourselves together / | $c: by Philip K. Dick.,"Herndon, Va.|WCS Books|Ashville, NC|Distributed by eyeBALL Books|c1994.",1994,"Dick, Philip K.",Fiction,32049351,,,,,,,,vau,
mdp.39015033991525,,1994,,,,,2962936,29388282,,The way things are : | a novel / | $c: by Allen Wheelis.,Dallas|Baskerville Publishers|c1994.,1994,"Wheelis, Allen,",Fiction,29388282,,,,,,,,txu,
mdp.39015033992804,,1994,,,,,2962909,28962365,,The cage / | $c: Audrey Schulman.,"Chapel Hill, N.C.|Algonquin Books of Chapel Hill|1994.",1994,"Schulman, Audrey,",Fiction|Adventure stories|Nature stories,28962365,,,,,,,,ncu,
mdp.39015037453563,,1995,,,,,3065007,35317781,,Moritur / | $c: Dai Vaughan,London|Quartet|1995,1995,"Vaughan, Dai",Fiction,35317781,,,,,,,,enk,
uc1.$b451040,,1903,,,,,9105136,32508009,,Betty Zane / | $c: by Zane Grey ; illustrations by Louis F. Grant ; foreword to the Bison Books edition by Loren Grey.,Lincoln|University of Nebraska Press|c1995.,1995,"Grey, Zane,",Fiction,1042559,,,,,,,,nbu,
mdp.39015037411660,,1995,,,,,3058659,31289359,,The bonds of matrimony = | Hsing shih yin yuan chuan : a seventeenth century Chinese novel / | $c: translated by Eve Alison Nyren.,Lewiston|Edwin Mellen Press|1995.,1995,"Pu, Songling,",Bibliographies|Fiction,31289359,,,,,,,,nyu,
mdp.39015041009500,,1995,,,,,3161691,35236983,,Black fury : | a novel / | $c: Kodwo Abaidoo.,Accra|Woeli Pub. Services|1995.,1995,"Abaidoo, Kodwo.",Fiction,35236983,,,,,,,,gh ,
mdp.39015040669601,,1995,,,,,3137193,31132508,,The instinct for bliss : | short stories / | $c: Melissa Pritchard.,"Cambridge, Mass.|Zoland Books|1995.",1995,"Pritchard, Melissa.",Fiction,31132508,,,,,,,,mau,
mdp.39015034251010,,1995,,,,,2984359,32614811,,Don't fence me in : | a novel / | $c: Douglas H. Young.,Boston|New Directions|1995.,1995,"Young, Douglas H..",Fiction,32614811,,,,,,,,mau,
mdp.39015038142017,,1996,,,,,3104420,35379340,,The road to notown / | $c: Michael Foley.,Belfast|The Blackstaff Press|1996.,1996,"Foley, Michael,",Fiction,35379340,,,,,,,,nik,
mdp.39015037409391,,1996,,,,,3057214,33819785,,John's wife : | a novel / | $c: Robert Coover.,New York|Simon & Schuster|c1996.,1996,"Coover, Robert.",Fiction,33819785,,,,,,,,nyu,
mdp.39076002859408,,1996,,,,,3075873,33439053,,Suspicious river / | $c: Laura Kasischke.,Boston|Houghton Mifflin|1996.,1996,"Kasischke, Laura,",Fiction,33439053,,,,,,,,mau,
coo.31924084209125,,1883,,,,,100227447,35325386,,Romantic stories of the legal profession.,"Littleton, Colo.|F.B. Rothman|1996.",1996,"Francillon, R. E. (Robert Edward),",Fiction,12284778,,,,,,,,cou,
pst.000046842596,,1996,,,,,7496788,34973791,,The case of the night-stalking bone monster / | $c: John R. Erickson ; illustrations by Gerald L. Holmes.,"Houston, Tex.|Maverick Books|c1996.",1996,"Erickson, John R.,",NotFiction,34973791,,,,,,,,xxu,
uc1.32106013217986,,1996,,,,,7131996,36621649,,The meeting place / | $c: Mary Hocking,London|Chatto & Windus|1996,1996,"Hocking, Mary.",Fiction,36621649,,,,,,,,enk,
mdp.39015060795153,,1997,,,,,5077137,44940030,,The lizard and the fly / | $c: Robert Edward Levin.,"Sacramento, CA|Voyage Books|c1997.",1997,"Levin, Robert Edward.",Fiction,44940030,,,,,,,,cau,
mdp.49015002972330,,1997,,,,,5027744,36246054,,The miracle strain : | a genetic thriller / | $c: Michael Cordy.,New York|W. Morrow and Co.|c1997.,1997,"Cordy, Michael.",Fiction,36246054,,,,,,,,nyu,
mdp.39015041103303,,1997,,,,,3168050,35262470,,The ranch / | $c: Danielle Steel.,New York|Delacorte Press|1997.,1997,"Steel, Danielle.",Fiction|Love stories,35262470,,,,,,,,nyu,
wu.89069435592,,1990,,,,,7462639,38430099,,The way of a serpent / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.,London|Harvill|1997.,1997,"Lindgren, Torgny,",Fiction,18321355,,,,,,,,enk,
mdp.39015041026801,,1997,,,,,3161744,35574668,,Criminal justice / | $c: Barbara Parker.,"New York, N.Y., U.S.A.|Dutton|c1997.",1997,"(Barbara J.) Parker, Barbara",Fiction|Legal stories,35574668,,,,,,,,nyu,
pst.000045475443,,1997,,,,,7997504,33820303,,Big scary wolf / | $c: written and illustrated by Harvey Stevenson.,New York|Clarion Books|c1997.,1997,"Stevenson, Harvey.",Fiction,33820303,,,,,,,,nyu,
mdp.39015046884725,,1998,,,,,4017338,39069377,,Louse / | $c: David Grand.,"New York|Arcade Pub.|Distributed by Little, Brown|c1998.",1998,"Grand, David,",Fiction|Psychological fiction,39069377,,,,,,,,nyu,
uc1.b4559205,,1998,,,,,6267247,41142878,,Leaves of life / | $c: Jayawant Dalvi ; translated by P.A. Lad.,Mumbai|Disha Books|1998.,1998,"Dalvi, Jayavant Dvarkanath,",Fiction,41142878,,,,,,,,ii ,
mdp.39015045678250,,1874,,,,,3987363,37451825,,Far from the madding crowd / | $c: Thomas Hardy.,New York|Doubleday|1998.,1998,"Hardy, Thomas,",Fiction|Pastoral fiction|Love stories,25786394,,,,,,,,nyu,
mdp.39015045699348,,1998,,,,,4002448,40214630,,How the dead live / | $c: stories by Alvin Greenberg.,Minnesota|Graywolf Press|c1998.,1998,"Greenberg, Alvin.",NotFiction,40214630,,,,,,,,mnu,
uc1.32106013857450,,1998,,,,,3344256,39237277,,Me and the fat man / | $c: Julie Myerson,London|Fourth Estate|c1998,1998,"Myerson, Julie",Fiction,39237277,,,,,,,,enk,
mdp.39015040063482,,1998,,,,,3953602,36847704,,A private state : | stories / | $c: Charlotte Bacon.,Amherst|University of Massachusetts Press|c1998.,1998,"Bacon, Charlotte,",Fiction|Humorous stories,36847704,,,,,,,,mau,
mdp.39015043039364,,1999,,,,,3442839,41256792,,Birds of passage / | $c: Kiran Doshi.,Mumbai|Strand Book Stall|1999.,1999,"Doshi, Kiran.",Fiction,41256792,,,,,,,,ii ,
mdp.39015048568854,,1999,,,,,3492849,42719125,,Masterji and other stories / | $c: Maura Moynihan.,New Delhi|Roli Books|1999.,1999,"Moynihan, Maura.",Fiction,42719125,,,,,,,,ii ,
mdp.39015047534873,,1999,,,,,4081396,41185132,,When angels sing : | a Christmas story / | $c: by Turk Pipkin.,"Chapel Hill, N.C.|Algonquin Books of Chapel Hill|1999.",1999,"Pipkin, Turk.",Fiction,41185132,,,,,,,,ncu,
mdp.39015050128027,,1999,,,,,4094239,41265962,,The society of friends : | stories / | $c: by Kelly Cherry.,"Columbia, Mo.|University of Missouri Press|c1999.",1999,"Cherry, Kelly.",Fiction,41265962,,,,,,,,mou,
mdp.39015043064412,,1999,,,,,4070793,43228191,,They who do not grieve / | $c: Sia Figiel.,"Auckland, N.Z.|Random House New Zealand|1999.",1999,"Figiel, Sia,",Fiction,43228191,,,,,,,,nz ,
uc1.b4559371,,1999,,,,,3528424,44128557,,Fall / | $c: R.R. Borade ; translated by Sudhakar Marathe.,"New Delhi|National Book Trust, India|1999.",1999,"Borade, R. R.,",NotFiction,44128557,,,,,,,,ii ,
