author,title,imprint,nationality,inferreddate,htid
"Boyer, Rick.",The Daisy Ducks : | a Doc Adams suspense novel / | $c: Rick Boyer.,Boston|Houghton Mifflin|c1986.,mau,1986,mdp.39015011095281
"Roscoe, Thomas (trans.)","Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus",London;H. Colburn;1826.,uk,1826,mdp.39015030126505
"Orwell, George",Burmese days; a novel,"New York|Harcourt, Brace|",uk,1934,uc1.32106013300873
"Silko, Leslie Marmon",Almanac of the dead : a novel,New York|Simon & Schuster,us,1991,mdp.39015054076024
"Page, Myra",With sun in our blood,New York|Citadel Press|c1,us,1950,mdp.39015000540933
"O'Flaherty, Liam,",Insurrection.,"Boston|Little, Brown|1951.",mau,1950,uc1.$b243564
"Frederick, Michael",The paper man : a novel,"Tempe, AZ|M. Frederick|c1",,1999,inu.30000085374894
"Lange, Oliver",Incident at La Junta,New York|Stein and Day|19,us,1973,mdp.39015048883675
"Buck, Pearl S. (Pearl Sydenstricker),","The time is noon; | a novel, | $c: by Pearl S. Buck.","New York|John Day Co.|1967, c1966",nyu,1966,mdp.39015008299763
"Strickland, Agnes",How will it end?,London;R. Bentley;1865.,uk,1865,uiuo.ark+=13960=t7qn6s33c
"Mason, Franklin.",Four roses in three acts / | $c: by Franklin Mason.,New York|Fiction Collective|1981.,nyu,1981,uc1.b4463661
"Austin, F. Britten (Frederick Britten)",The red flag,Philadelphia|J. B. Lippin,uk,1934,uc1.$b56306
"Rex, Barbara.","Vacancy on India Street, | a novel.",New York|Norton|1967,nyu,1967,uc1.b3462854
"Galsworthy, John,",The Inn of tranquillity and other impressions. | Verses new and old.,New York|C. Scribner's sons|1927.,nyu,1912,mdp.39015003681452
"Martone, Michael.",Alive and dead in Indiana : | stories / | $c: by Michael Martone.,New York|Knopf|1984.,nyu,1984,uc1.b4464380
"Byron, Gilbert",Done crabbin' : Noah leaves the river,Baltimore|Johns Hopkins U,us,1990,uc1.b4381449
"Webb, Kate Cope",Arthur in shadow and sunshine,San Francisco;R.J. Orozco,,1912,uc2.ark+=13960=t3ws8jc3n
"Fox, John, Jr., 1862-1919.","The heart of the hills, by John Fox, jr.; illustrated by F. C. Yohn.","C. Scribner's sons, 1913.",nyu,1913,uc2.ark:/13960/t03x84h4c
"Israel, Charles E.","The hostages, | $c: by Charles E. Israel.",New York.|Simon and Schuster|1966,nyu,1966,uc1.b3347068
"Maugham, Robin",The barrier:,London|New York|W. H. All,uk,1973,mdp.39015013286946
"Peters, Daniel",The Incas : a novel,New York|Random House|199,us,1991,uc1.32106009785699
,Stronger than death : | short stories of the Russians at war / | $c: illustrations by Giacomo Patri.,San Francisco|American Russian Institute for Cultural Relations with the Soviet Union|1944.,cau,1944,uc1.$b605087
"Cherry, Kelly.",Sick and full of burning.,New York|Viking Press|1974,nyu,1974,mdp.39015030724721
"Trollope, Anthony,",Alice Dugdale : | a Victorian romance / | $c: by Anthony Trollope.,"Racine, Wis.|Caledonia Press|1980.",wiu,1980,uc1.32106008230200
"Helm, MacKinley,",A matter of love : | and other baroque tales of the provinces / | $c: by MacKinley Helm ; decorations by Federico CantuÃÅ.,New York|London|Harper & Brothers|c1946.,nyu,1946,mdp.39015051167743
"Stoker, Bram,",The Bram Stoker bedside companion : | 10 stories by the author of Dracula / | $c: edited and with an introduction by Charles Osborne.,"New York|Taplinger Pub. Co.|1979, c1973.",nyu,1973,inu.39000001302913
"White, Stewart Edward, 1873-1946.",The adventures of Bobby Orde / by Stewart Edward White.,"Grosset & Dunlap, c1911.",pau,1910,uc2.ark:/13960/t52f7m087
"Kent, Louise Andrews",Country mouse,Boston|Houghton Mifflin|c,us,1945,uc1.$b301045
"Plum, Mary.","Murder at the World's fair, | $c: by Mary Plum.",New York|London|Harper & brothers|1933.,nyu,1933,mdp.39015013718633
"Goddard, Constance Felicity","Come wind, come weather",London|J. Cape|1945.,uk,1945,umn.31951002102922y
"Heinlein, Robert A. (Robert Anson),",Stranger in a strange land.,New York|Putnam|1961,nyu,1961,mdp.39015003922005
"Ford, Leslie,",The strange death of Martin Green.,"Garden City, N.Y.|Pub. for the Crime club, inc., by doubleday, Doran & company, inc.|c1931",nyu,1931,mdp.39015024371224
"Gaines, Ernest J.,",A lesson before dying / | $c: Ernest J. Gaines.,New York|Alfred A. Knopf|1993.,nyu,1993,mdp.39015046816164
"Taine, John,",The cosmic geoids : | and one other / | $c: [by] John Taine [pseud.] ; illustrated by Lou Goldstone.,"Los Angeles|Fantasy publishing co., inc.|1949.",cau,1949,umn.319510020679349
,The blue fairy book / edited by Andrew Lang ; with coloured frontispiece and numerous other illustrations by H.J. Ford and G.P. Jacomb Hood.,"Longmans, Green and Co., c1920.",nyu,1889,nc01.ark:/13960/t9281fb0w
"Galt, John, 1779-1839.",The provost / by John Galt ; illustrated in colour by John M. Aiken.,"T. N. Foulis, 1913.",mau,1822,uc2.ark:/13960/t44q7tr4r
"Ayres, Ruby M. (Ruby Mildred),",The romance of a rogue / | $c: by Ruby M. Ayres.,New York|Grosset & Dunlap|c1923.,nyu,1923,osu.32435050524446
"Irving, Washington, 1783-1859.","The Alhambra,","Ginn & company, 1902.",nyu,1832,loc.ark:/13960/t0zp4jq3c
"Hewlett, Maurice Henry, 1861-1923.","The stooping lady, by Maurice Hewlett.","Dodd, Mead and Company, 1907.",pau,1907,uc2.ark:/13960/t83j3pg80
"Barnes, Annie Maria,","A knight of Carolina, | $c: by A. M. Barnes.",Philadelphia|The Penn publishing company|1927.,mau,1927,osu.32435052534187
"Williams, William Carlos,",The knife of the times : | and other stories.,"Ithaca, N.Y.|The Dragon Press|1932",nyu,1932,uc1.b4082957
"Young, Douglas H..",Don't fence me in : | a novel / | $c: Douglas H. Young.,Boston|New Directions|1995.,mau,1995,mdp.39015034251010
"Power, Richard,",The land of youth.,New York|Dial Press|1964.,nyu,1964,uc1.$b115481
"Lynde, Francis, 1856-1930.",The grafters / by Francis Lynde ; illustrated by Arthur I. Keller.,"A. Wessels Co., 1907.",mau,1904,uc2.ark:/13960/t3805071m
"Lovesey, Peter.",Keystone / | $c: Peter Lovesey.,New York|Pantheon Books|c1983.,nyu,1983,mdp.39015063100369
"Guthrie, A. B., Jr. (Alfred Bertram)",Playing catch-up,Boston|Houghton Mifflin|1,us,1985,uc1.b4381884
"Stevenson, Robert Louis, 1850-1894.",The black arrow : a tale of two roses / by Robert Louis Stevenson ; illustrated.,"C. Scribner, 1914.",nyu,1888,uc2.ark:/13960/t6ww78j13
"Maugham, W. Somerset (William Somerset),",The razor's edge : | a novel / | $c: by W. Somerset Maugham.,"Garden City, NY|Doubleday, Doran & Co., Inc.|1944.",nyu,1944,mdp.39015040352752
"Humphreys, Emyr",The gift of a daughter,"Bridgend, Wales|Seren|199",uk,1998,mdp.39015047453298
"Verma, Nirmal",The red tin roof,Delhi|Ravi Dayal Publishe,in,1997,mdp.39015042169469
"Clarke, Lindsay.",The chymical wedding / | $c: Lindsay Clarke.,New York|Knopf|Distributed by Random House|1989.,nyu,1989,mdp.39015018335995
"Serviss, Garrett Putman, 1851-1929.","The second deluge, by Garrett P. Serviss, illustrated by George Varian.","McBride, Nast, 1912.",nyu,1911,uc2.ark:/13960/t9h41k936
"Marlow, Louis, 1881-1966.",A chaste man / Louis Wilkinson.,"Knopf, 1920, c1917.",nyu,1917,uc2.ark:/13960/t4hm54d91
"Farris, John",The fury :,Chicago|Playboy Press|c19,us,1976,inu.30000114172426
"Swift, Jonathan, 1667-1745.","Travels into several remote nations of the world by Lemuel Gulliver, first a surgeon, and then a captain of several ships ... by Dean Swift.","Greening & co., ltd., 1908.",ilu,1726,mdp.39015078566745
"Martin, Helen Reimensnyder, 1868-1939.","Tillie, a Mennonite maid : a story of the Pennsylvania Dutch / By Helen Reimensnyder Martin ; with illustrations by Florence Scovel Shinn.","Grosset and Dunlap, 1908, c1904.",pau,1904,uc2.ark:/13960/t5bc3v683
"Coover, Robert.",John's wife : | a novel / | $c: Robert Coover.,New York|Simon & Schuster|c1996.,nyu,1996,mdp.39015037409391
"Leighton, Clare",Country matters,New York|The Macmillan Co,,1937,uc1.b3639376
"Maupassant, Guy de",The complete works of Guy de Maupassant. Translations and critical and interpretative essays,New York;Brunswick Subscr,fr,1917,mdp.39015012190651
Karim Raslan,Heroes and other stories,Singapore|Times Books Int,mal,1996,mdp.39015040844386
"Jordan, Robert,",The fires of heaven / | $c: Robert Jordan.,New York|TOR|1993.,nyu,1993,mdp.39015054031656
"Beach, Rex",Heart of the sunset,New York &;London;Harper ,us,1915,nyp.33433074837331
"Hunt, Mabel Leigh",Sibby Botherbox,Philadelphia|J.B. Lippinc,us,1945,mdp.39076002271778
"MacIver, Joyce.",The exquisite thing.,New York|Putnam|1968,nyu,1968,uc1.b4355110
"Arnow, Harriette Louisa Simpson",Mountain path,New York|Covici-Friede|19,uk,1936,mdp.39015002243486
,"Arabian Night's entertainments, consisting of one thousand and one stories, told by the sultaness of the Indies",Edinburgh;Printed for the,,1802,njp.32101073253682
"Bacon, Charlotte,",A private state : | stories / | $c: Charlotte Bacon.,Amherst|University of Massachusetts Press|c1998.,mau,1998,mdp.39015040063482
"White, Stewart Edward, 1873-1946.",Rules of the game / by Stewart Edward White.,"T. Nelson and Sons, 1911.",pau,1910,uc2.ark:/13960/t2k64b10s
"Chaffee, Allen",Lost! : Two boys battle the elements,"Springfield, Mass.|McLoug",,1930,mdp.39015061866318
"Bisson, Terry.",Fire on the mountain / | $c: Terry Bisson.,New York|Arbor House|c1988.,nyu,1988,mdp.49015000320532
"Valenzuela, Luisa",Bedside manners,London|New York|Serpents ,ar,1994,mdp.39015033964035
"Jackson, Shirley,",Hangsaman.,"New York|Farrar, Straus and Young|1951].",nyu,1951,inu.32000000648032
"Cassill, R. V. (Ronald Verlin),",Pretty Leslie / | $c: by R.V. Cassill.,New York|Simon and Schuster|1963.,nyu,1963,mdp.39015030728557
"Aakhus, Patricia",The voyage of Mael Duin's curragh,"Santa Cruz, Calif.|Story ",us,1989,uc1.b4975632
"McGuane, Thomas.",To skin a cat : | stories / | $c: Thomas McGuane.,New York|Dutton/S. Lawrence|c1986.,nyu,1986,mdp.39015011345330
"Crewdson, Charles N. 1870-",Tales of the road / by Charles N. Crewdson ; illustrated by J.J. Gould.,"Thompson & Thomas, 1905.",nyu,1904,uc2.ark:/13960/t6n012t09
"Wiseman, Mary H.",Full circle / | $c: Mary H. Wiseman.,New York|Vantage Press|c1973.,nyu,1973,mdp.39015012867548
"Genlis, Stéphanie Félicité","The new aera; or, Adventures of Julien Delmour: related by himself",London;H. Colburn;1819.,fr,1819,uc1.b278741
"Zweig, Arnold",Claudia,New York|The Viking press,de,1930,uc1.b3157680
"Dick, Philip K.",Gather yourselves together / | $c: by Philip K. Dick.,"Herndon, Va.|WCS Books|Ashville, NC|Distributed by eyeBALL Books|c1994.",vau,1994,inu.30000050836554
"Carroll, Jonathan,",Sleeping in flame / | $c: Jonathan Carroll.,New York|Doubleday|1989.,nyu,1989,mdp.39015019199168
"Franken, Rose,","The book of Claudia, | containing the two novels, Claudia, and Claudia and David, | $c: by Rose Franken.","New York|Toronto|Farrar & Rinehart, inc.|1940",nyu,1940,mdp.39015003684894
"London, Jack, 1876-1916.",The game / by Jack London ... ; with illustrations and decorations by Henry Hutt and T.C. Lawrence.,"The Macmillan Company ; Macmillan & Co., Ltd., 1905",mau,1905,mdp.39015010219627
"Mansfield, Katherine","The doves' nest, and other stories",New York|A. A. Knopf|1923,nz,1923,mdp.39015004990050
"Loos, Mary",Return to the vineyard,"Garden City, N.Y.|Doubled",us,1945,uc1.$b56970
"Warner, Sylvia Townsend,","The flint anchor, | a novel.",New York|Viking Press|1954.,nyu,1954,mdp.39015008921499
"Poirot-Delpech, Bertrand.",Fool's paradise. | $c: Translation from the French by Cornelia Schaeffer.,New York|Harper|1959,nyu,1959,uc1.b3593032
"Bromfield, Louis,","It takes all kinds, | $c: by Louis Bromfield.",New York.|London|Harper & brothers|1939.,nyu,1938,mdp.39015030851151
"Oates, Joyce Carol,",Raven's wing / | $c: Joyce Carol Oates.,New York|E.P. Dutton|c1986.,nyu,1986,mdp.39015011560003
"Dinesen, Isak,","Seven Gothic tales, | $n: by Isak Dinesen. With an introd. by Dorothy Canfield.",New York|H. Smith and R. Haas|1934,nyu,1934,uc1.32106010568852
"Kingman, Lee.",The Saturday gang. | $c: Illustrated by Burt Silverman.,"Garden City, N. Y.|Doubleday|1961",nyu,1961,mdp.39015024087069
"Just, Ward S",Nicholson at large : a novel,"Boston|Little, Brown|1975",us,1975,mdp.39015030699642
"Maartens, Maarten",The greater glory; a story of high life,London;R. Bentley and Son,ne,1894,nyp.33433034410963
,Hardenbrass and Haverill;,"London;Sherwood, Neely, a",us,1817,uiuo.ark+=13960=t3hx1r852
"Fisher, Dorothy Canfield",Paul Revere and the minute men,New York|Random House|195,us,1950,mdp.39015020072008
"DeMott, Benjamin,",A married man.,"New York|Harcourt, Brace & World|1968",nyu,1968,mdp.39015047617744
"Rosny, J. H., aÃ®nÃ©, pseud. of J. H. BoÃ«x","The giant cat; or, The quest of Aoun and Zouhr",New York|R. M. McBride|19,fr,1924,uc1.$b318317
"Ginzburg, Natalia.",Voices in the evening.,New York|Dutton|1963.,nyu,1963,mdp.39015010410929
"Hichens, Robert Smythe, 1864-1950.","Bye-ways, by Robert S. Hichens ...","Dodd, Mead and Company, 1914.",mau,1897,uc2.ark:/13960/t79s1mg2h
"Stout, Janis P.",Home truth / | $c: Janis Stout.,"New York, N.Y.|Soho Press|c1992.",nyu,1992,uc1.b4369399
"Pick, Robert.",German stories and tales.,New York|Knopf|1954.,nyu,1954,uc1.b3444141
"Smeaton, William Henry Oliphant",A mystery of the Pacific,"London;Blackie & Son, Ltd",uk,1899,uc1.32106008957109
,Russian and Polish women's fiction,Knoxville|University of T,,1985,mdp.39015012866847
"Grand, David,",Louse / | $c: David Grand.,"New York|Arcade Pub.|Distributed by Little, Brown|c1998.",nyu,1998,mdp.39015046884725
"Einstein, Charles.",The bloody spur / | $c: by Charles Einstein.,New York|Dell Pub. Co.|1953.,nyu,1953,osu.32435066354028
"Benson, Stella,","Goodbye, stranger / | y Stella Benson.",New York|Macmillan|1926.,nyu,1926,uc1.$b322707
"Lorac, E. C. R.,","The case of Colonel Marchand, | $c: by E. C. R. Lorac [pseud.]",New York|The Macaulay company|1933,nyu,1933,mdp.39015063955960
"Davis, Elmer Holmes",The keys of the city,New York|R. M. McBride|19,us,1925,uc1.$b236167
"Cooper, Dennis,",The missing men / | $c: Dennis Cooper.,"Santa Barbara, Calif.|Am Here Press/Immediate Editions|c1981.",cau,1981,uc1.32106009863165
"Shearing, Joseph",The spectral bride,"New York, N.Y.|Smith & Du",uk,1942,uc1.$b105427
"Mitchell, Gladys,",Death in the wet | $c: [by] Gladys Mitchell.,Philadelphia|Macrae Smith company|1934.,pau,1934,mdp.39015021308989
"Eastman, Charles Alexander, 1858-1939.",Red hunters and the animal people / by Charles A. Eastman (Ohiyesa) ...,"Harper & Brothers, 1904.",ilu,1904,uc2.ark:/13960/t8pc2vp02
"Gill, Brendan,",The trouble of one house / | $c: Brendan Gill.,"Garden City, N.Y.|Doubleday|1950.",nyu,1950,uc1.$b102695
"Curwood, James Oliver","Back to God's country, and other stories",New York;Grosset and Dunl,us,1920,uc2.ark+=13960=t5h98zs4s
"Prydz, Alvilde",The children at Hœro Gaard ,S.l.|s.n.|192-].,no,1920,wu.89089202519
"Carne, John",Stratton hill,London;H. Colburn;1829.,uk,1829,uiuo.ark+=13960=t36119k7x
"Pushkin, Aleksandr Sergeevich, 1799-1837.",Marie : a story of Russian love / from the Russian of Alexander Pushkin ; by Marie H. de Zielinska.,"A.C. McClurg & Co., 1914.",nyu,1877,uc2.ark:/13960/t3ws8jw8s
"Barker, S. Omar (Squire Omar),",Born to battle; | collection of animal stories.,Albuquerque|University of New Mexico Press|1951,nmu,1951,uc1.$b322945
"Schulman, Audrey,",The cage / | $c: Audrey Schulman.,"Chapel Hill, N.C.|Algonquin Books of Chapel Hill|1994.",ncu,1994,mdp.39015033992804
"Van Orden, Bianca.",309 East & A night of levitation.,"New York|Harcourt, Brace|1957",nyu,1957,mdp.39015014862232
"Charques, Dorothy.",The dark stranger.,New York|Coward-McCann|1957,nyu,1957,uc1.b3346620
"Butler, William",Cire perdue,London|P. Owen|1965,,1965,uc1.b3728085
"Anthony, Evelyn",The assassin,New York|Coward-McCann|19,uk,1970,uc1.b3435563
"Cullum, Ridgwell",The sheriff of Dyke hole;,Philadelphia;G. W. Jacobs,uk,1909,uva.x030748828
"Evans, David.","Sand against the wind, | $c: by Lewis Arnold [pseud.]",New York|Dutton|1954.,nyu,1954,uc1.b3346889
"Bukowski, Charles.",Women / | $c: Charles Bukowski.,"Santa Barbara, Calif.|Black Sparrow Press|1978.",cau,1978,mdp.49015000668237
"Whitson, John Harvey",The castle of doubt,"Boston;Little, Brown, and",us,1907,uc2.ark+=13960=t15m62f6n
"Scanlon, William T.",God have mercy on us! : | a story of 1918 / by William T. Scanlon.,Boston|New York|Houghton Mifflin|1929.,mau,1929,mdp.39015035899320
"Boles, Robert.","The people one knows, | a novel.",Boston|Houghton Mifflin|1964.,mau,1964,uc1.b3727129
"Fisher, Dorothy Canfield,",The depening stream : | by Dorothy Canfield.,New York|Modern Library|1938.,nyu,1938,uc1.b3688418
"Blanchard, Amy Ella",A daughter of freedom; a story of the latter period of the war for independence,Boston;Chicago;W. A. Wild,us,1900,njp.32101066164730
"Nicholas, Anna",The making of Thomas Barton,Indianapolis;The Bobbs-Me,us,1913,uc2.ark+=13960=t2794284g
"Bradbury, Malcolm",Who do you think you are? : Stories and parodies,London|Secker & Warburg|1,uk,1976,mdp.39015002652405
"Smith, Wilbur A",The diamond hunters,London|Heinemann|1971,sa,1971,inu.30000007259918
"McCutcheon, George Barr, 1866-1928.","Mr. Bingle, by George Barr McCutcheon ... with illustrations by James Montgomery Flagg.","Dodd, Mead and Company, 1915.",nyu,1915,uc2.ark:/13960/t27941w82
"Jones, Idwal,","The splendid shilling; | a novel, | $c: by Idwal Jones.","Garden City, N.Y.|Doubleday, Page & company|1926.",nyu,1926,uc1.$b242787
"Chang, Diana (Diana C.)",The frontiers of love.,New York|Random House|c1956.,nyu,1956,uc1.$b600004
"Larsson, GoÃàsta,","The ordeal of the Falcon, | $c: by GoÃàsta Larsson.",New York|Vanguard Press|c1941,nyu,1941,uc1.$b106060
"Venkataramani, Kaneripatna Sidhanatha","Kandan, the patriot",Madras|Svetaranya Ashrama,in,1932,mdp.39015063963246
"Levis, Ken",Caught from time; a selection of Australian prose,Sydney|Angus and Robertso,au,1961,uc1.$b111291
"Humphrey, William.",Home from the hill / | $c: by William Humphrey.,"New York|Alfred A. Knopf|1958, c1957.",nyu,1957,uc1.b4095493
"Burnett, W. R. (William Riley),","Nobody lives forever, | $c: by W. R. Burnett.",New York|A. A. Knopf|1943.,nyu,1943,uc1.$b323492
"Dyke, Watson",The hunter,New York;London;G.P. Putn,us,1918,nyp.33433074851936
"Caine, William Ralph Hall",Annals of the Magic Isle,London|Palmer|1926,,1926,uc1.$b56342
"Steel, Danielle.",The ranch / | $c: Danielle Steel.,New York|Delacorte Press|1997.,nyu,1997,mdp.39015041103303
"Kelland, Clarence Budington",The Hidden spring : a novel,New York;Harper;1916].,us,1916,umn.31951002139557e
"BaragohÄÃ±i, NirupamÄ",Abhiyatri = One life many rivers,New Delhi|Sahitya Akademi,,1999,mdp.39015043067647
"A. L. O. E., 1821-1893.",Harold's bride : a tale / by A.L.O.E.,"T. Nelson and Sons, 1902.",nyu,1889,uc2.ark:/13960/t39024h9w
"Heinlein, Robert A. (Robert Anson),",Double star / | $c: Robert A. Heinlein ; with a new introd. by Joe Haldeman.,"Boston|Gregg Press|1978, c1956.",mau,1956,mdp.39015062108892
"Fisher, Dorothy Canfield,","Her son's wife, | by Dorothy Canfield.","New York|Harcourt, Brace and Company|c1926",nyu,1926,uc1.$b244182
"Braine, John.",From the hand of the hunter,Boston|Houghton Mifflin|1960 [c1959,mau,1959,uc1.b3810801
"Abbas, Zainab Ghulam",Folk tales of Pakistan,Karachi|Pakistan Publicat,pk,1957,mdp.39015014538360
"Rogers, Robert L",Tom Johnson,New York;F. T. Neely;c190,,1903,uc2.ark+=13960=t2z31nv6d
"Kasischke, Laura,",Suspicious river / | $c: Laura Kasischke.,Boston|Houghton Mifflin|1996.,mau,1996,mdp.39076002859408
"Ewart, Ernest Andrew, 1878-","Front lines, by Boyd Cable [pseud.]","J. Murray, 1918.",nyu,1918,uc2.ark:/13960/t8mc8wj3s
"Warner, Charles Dudley, 1829-1900.","Being a boy, by Charles Dudley Warner ... illustrated by ""Champ"".","Houghton, Mifflin and Company, [c1919]",nyu,1877,uc2.ark:/13960/t4hm53237
"Whitney, Phyllis A.,",The stone bull / | $c: Phyllis A. Whitney.,"Garden City, N.Y.|Doubleday|1977.",nyu,1977,uc1.b4451287
"Strong, Anna Louise,","Wild river, | $c: by Anna Louise Strong.","Boston|Little, Brown|c1943",mau,1943,uc1.$b105348
"Gombrowicz, Witold","Possessed, or, The secret of Myslotch",London|Boston|M. Boyars|1,po,1980,mdp.39015001044968
,Adventures of Bilberry Thurland,London;R. Bentley;1836.,,1836,uc2.ark+=13960=t3610x82j
"Deighton, Len","Funeral in Berlin, a novel","New York|Putnam|1965, c19",uk,1965,mdp.39015010370453
"Bertin, CÃ©lia",The last innocence,New York|McGraw-Hill|c195,fr,1955,uc1.$b63289
"Randall, Rona,",Dragonmede / | $c: Rona Randall.,New York|Simon and Schuster|c1974.,nyu,1974,mdp.39015058727390
"Hancock, H. Irving (Harrie Irving)","Dick Prescott's second year at West Point; or, Findng the glory of the soldier's life",Philadelphia;Henry Altemu,us,1911,nyp.33433082548128
"McGuire, Christine.",Until proven guilty / | $c: Christine McGuire.,New York|Pocket Books|c1993.,nyu,1993,uc1.32106009966307
"Pagano, Jo,",Golden wedding | $c: [by] Jo Pagano.,New York|Random House|c1943,nyu,1943,mdp.39015059406234
"Phillips, Jayne Anne,",Fast lanes / | $c: Jayne Anne Phillips.,New York|Dutton/Seymour Lawrence|c1987.,nyu,1984,mdp.39015031599080
"Arkell, Reginald,",The miracle of Merriford; | $c: Illustrated by J.S.Goldall.,New York|Reynal & Co.|1956,nyu,1955,mdp.39015016454335
"Keats, Gwendoline",The Roman road,New York;Scribner's;1903.,uk,1903,nyp.33433074871561
"Covin, Kelly.",Many broken hammers.,New York|Delacorte Press|1971,nyu,1971,mdp.39015030740735
"Byrne, Donn,","Blind Raftery and his wife, Hilaria, | $c: by Donn Byrne ... illustrated by John Richard Flanagan.",New York|London|The Century Co.|c1924,nyu,1924,uc1.b3810865
"Ray, Francis",Break every rule,New York|Kensington Pub. ,us,1998,mdp.39015047511772
"Bowen, Stirling",Wishbone,New York|E. P. Dutton & c,,1930,mdp.39015005672269
"Dickinson, Charles,",Waltz in Marathon / | $c: Charles Dickinson.,New York|Knopf|1983.,nyu,1983,uc1.b4422272
"Bowen, Elizabeth,","Ivy gripped the steps, | and other stories, | $c: by Elizabeth Bowen.",New York|A. A. Knopf|1948.,nyu,1948,mdp.39015011543694
"Ollier, Charles","Fallacy of ghosts, dreams, and omens; with stories of witchcraft, life-in-death, and monomania",London;C. Ollier;1848.,,1848,mdp.39015011948372
"Walker, Mildred,",Winter wheat.,"New York|Harcourt, Brace and company|1944",nyu,1944,mdp.39015013510212
"Spoth, John Charles",A knight in homespun,"Boston, Mass.;The C. M. C",us,1909,nyp.33433076021819
"Sinclair, B. M",Skyrider,"Boston;Little, Brown, and",us,1918,nyp.33433076038847
"Shaara, Michael.",The herald / | $c: Michael Shaara.,New York|McGraw-Hill|c1981.,nyu,1981,mdp.39015005364040
"Freeman, R. Austin (Richard Austin),",Death at the inn; | a Dr. Thorndyke detective story | $c: [by] R. Austin Freeman.,"New York|Dodd, Mead & company|1937.",nyu,1937,mdp.39015003686857
"Chambers, Robert W. 1865-1933.","Iole, by Robert W. Chambers.","D. Appleton & Co., 1905.",nyu,1905,uc2.ark:/13960/t81j97w37
"Metalious, Grace.",Peyton Place / | $c: by Grace Metalious.,"New York|Simon and Schuster|1981, c1956.",nyu,1956,pst.000049935752
"Colver, Anne",Mr. Lincoln's wife,"New York|Holt, Rinehart a",us,1965,pst.000027670989
"Holland, Clive",Brown face and white,"London;Hurst & Blackett, ",,1911,uc2.ark+=13960=t6n017c11
"McCall, Sidney.","Truth Dexter, by Sidney McCall [pseud.]","Little, Brown, 1906.",mau,1901,uc2.ark:/13960/t70v8ck30
"Faulkner, William,",The town / | $c: William Faulkner.,New York|Random House|1957.,nyu,1957,mdp.39015003343897
"Cole, Mabel Cook, -approximately 1978.",Philippine folk tales.,"A. C. McClurg & co., 1916.",nyu,1916,uc2.ark:/13960/t13n23b6x
"Whyte-Melville, G. J. 1821-1878.","The Brookes of Bridlemere, by G.J. Whyte-Melville ...","Ward, Lock, & Co., Limited, [1903]",nyu,1864,uc2.ark:/13960/t9j38s216
"Schatz, Letta",Taiwo and her twin,New York|McGraw-Hill|1964,,1964,uc1.b3406949
"McInerny, Ralph M.",Leave of absence / | $c: Ralph McInerny.,New York|Atheneum|c1986.,nyu,1986,uc1.b4355107
"Cordy, Michael.",The miracle strain : | a genetic thriller / | $c: Michael Cordy.,New York|W. Morrow and Co.|c1997.,nyu,1997,mdp.49015002972330
"Burgess, Gelett, 1866-1951.","A little sister of destiny,","Houghton, Mifflin & company, 1906.",nyu,1905,uc2.ark:/13960/t02z1304m
"Page, Thomas Nelson, 1853-1922.",Under the crust / by Thomas Nelson Page ; illustrated.,"Charles Scribner's Sons, 1911,c1907.",nyu,1907,uc2.ark:/13960/t7dr2qn5d
"Russ, Joanna",The female man,"Boston|Gregg Press|1977, ",us,1977,mdp.39015047597136
"Household, Geoffrey",The sending,London|M. Joseph|c1980.,uk,1980,uc1.b4938181
"Butt, Beatrice May",Ingelheim,Edinburgh;W. Blackwood;18,,1892,uiuo.ark+=13960=t3bz6g32r
"Bischoff, Ilse",Drive slowly--six dogs;,New York|Viking Press|195,,1953,uc1.$b34045
"Hergesheimer, Joseph",Triall by armes,London|E. Mathews & Marro,us,1929,uc1.$b102148
"Adams, John Bernard Pye, 1890-1917.","""Nothing of importance,"" eight months at the front with a Welsh battalion, by Bernard Adams.","R. M. McBride & company, 1918.",nyu,1917,loc.ark:/13960/t6tx4112j
"Wyse, Lois",Seconds,New York|Crown Books|1990,us,1990,uc1.b4355423
"Selby, John",The days dividing,New York|Putnam|1958,us,1958,uc1.$b105597
"Flores, Angel","Fiesta in November; stories from Latin America, selected and edited by Angel Flores and Dudley Poore, with an introduction by Katherine Anne Porter",Boston|Houghton Mifflin c,,1942,mdp.39015028364696
"King, Harold,",The taskmaster / | $c: Harold King.,"New York|Coward, McCann & Geoghegan|c1977.",nyu,1977,uc1.b4462433
"Brand, Christianna,",Heaven knows who / | $c: Christianne Brand.,New York|Scribner|1960.,nyu,1960,mdp.39015028108226
"Arias, Ron,",The road to Tamazunchale / | $c: Ron Arias,New York|Anchor Books|1992,nyu,1975,uc1.32106010992912
"Oguntoye, Jide",Harvest of tricksters,Ibadan|Onibonoje Press & ,ni,1988,inu.30000004325878
"Thompson, Jim,",Pop. 1280 / | $c: Jim Thompson,New York|Vintage Books|1990,nyu,1964,mdp.39015052834705
,A book of Kashmiri short stories,Srinagar (J.K.)|PEN Produ,,1997,uc1.b4557361
"Garber, Eugene K.",The historian : | six fantasies of the American experience / | $c: by Eugene K. Garber.,"Minneapolis, Minn.|Milkweed Editions in conjunction with Triquarterly Books|1993.",mnu,1993,mdp.39015029984435
